시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,
양동닭전길시장,상설,광주광역시 서구 양동시장2길 32(양동),광주광역시 서구 양동 5-31,매일,35.152014,126.9034935,152,"그릇, 생식품, 잡화, 의류 등 (도·소매)",온누리상품권,,Y,Y,2005,062-368-7272,2017-10-30,
양동건어물시장,상설,광주광역시 서구 천변좌로254번길 9(양동),광주광역시 서구 양동 5-41,매일,35.1527267,126.903259,64,"건어물, 건고추, 견과류 등",온누리상품권,,N,N,2006,062-368-8586,2017-10-30,
양동수산시장,상설,광주광역시 서구 천변좌로246번길 16(양동),광주광역시 서구 양동 5-254,매일,35.1531013,126.9018239,105,"수산물, 농산물, 식당가 등",온누리상품권,,Y,N,2005,062-361-5254,2017-10-30,
양동경열로시장,상설,광주광역시 서구 경열로 144(양동),광주광역시 서구 양동 307-26,매일,35.1545264,126.9015249,72,"채소류, 의류, 정육류 등",온누리상품권,,N,N,2012,062-368-0889,2017-10-30,
양동산업용품시장,상설,광주광역시 서구 천변좌로 294(양동),광주광역시 서구 양동 113-5,매일,35.1506732,126.9073373,178,"전동공구, 농기계, 부속품",온누리상품권,,N,Y,2008,062-369-4111,2017-10-30,
화정동서부시장,상설,광주광역시 서구 화운로156번길 24-1(화정동),광주광역시 서구 화정동 783-5,매일,35.1531752,126.879966,78,"축산, 건어물, 야채, 생활용품, 음식점 등",온누리상품권,,N,N,2012,062-368-8161,2017-10-30,
함평시장,오일장,전라남도 함평군 함평읍 시장길 105,전라남도 함평군 함평읍 기각리 980-2,"2일, 7일",35.0645065,126.5141918,82,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 함평사랑상품권",http://hp5daymarket.co.kr,Y,Y,1903,061-324-0026,2017-11-15,
해보시장,오일장,전라남도 함평군 나산면 나산길 15-10,전라남도 함평군 나산면 삼축리 344-3,"4일, 9일",35.1118377918,126.6156702,12,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 함평사랑상품권",,Y,Y,1907,061-320-3352,2017-11-15,
월야시장,오일장,전라남도 함평군 월야면 밀재로 1504-5,전라남도 함평군 월야면 월야리 713-69,"5일, 10일",35.1791496,126.6181022,17,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 함평사랑상품권",,Y,Y,1981,061-320-3352,2017-11-15,
나산시장,오일장,전라남도 함평군 해보면 밀재로 1274-12,전라남도 함평군 해보면 금덕리 414-9,"3일, 8일",35.1809165,126.5935346,26,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 함평사랑상품권",,Y,Y,1943,061-320-3352,2017-11-15,
장계시장,오일장,전라북도 장수군 장계면 시장천변길 36,전라북도 장수군 장계면 장계리 464-1,"3일, 8일",35.729473,127.582156,39,"농수산물, 잡화, 청과류, 의류등","장수사랑상품권, 온누리상품권",,Y,Y,1931,063-350-2331,2017-10-30,
산서시장,오일장,전라북도 장수군 산서면 보산로 1864-11,전라북도 장수군 산서면 동화리 839-73,"2일, 7일",35.584607,127.395949,12,"농수산물, 잡화, 청과류등","장수사랑상품권, 온누리상품권",,Y,N,1953,063-350-2331,2017-10-30,
장수시장,오일장,전라북도 장수군 장수읍 시장로 11,전라북도 장수군 장수읍 장수리 460-2,"5일, 10일",35.649161,127.517251,34,"농수산물, 잡화, 청과류, 의류등","장수사랑상품권, 온누리상품권",,Y,Y,1977,063-350-2331,2017-10-30,
구남시장,상설,부산광역시 북구 가람로8번길 46(구포동),부산광역시 북구 구포동 1041-1,매일,35.2023451,128.9970562,2,"방앗간, 야채",전통시장상품권,,N,N,1980,051-333-1974,2017-11-14,
만덕시장,상설,부산광역시 북구 만덕1로24번길 8 (만덕동),부산광역시 북구 만덕동 829,매일,35.2145086,129.0353745,23,"야채,식당,잡화",전통시장상품권,,Y,N,1976,051-332-7612,2017-11-14,
정이있는 구포시장,상설,부산광역시 북구 구포시장길 9(구포동),부산광역시 북구 구포동 599-18,"매일, 3일, 8일",35.2089211,129.0035087,870,"농산물, 의류, 식당",전통시장상품권,,Y,Y,1934,051-333-9033,2017-11-14,
구포시장,상설,부산광역시 북구 구포시장4길 13(구포동),부산광역시 북구 구포동 589-50,"매일, 3일, 8일",35.2079239,129.0039392,7,"식당, 잡화",전통시장상품권,,Y,Y,1934,051-333-9033,2017-11-14,
만덕2동 제일상가 시장,상설,부산광역시 북구 덕천로304번길 23(만덕동),부산광역시 북구 만덕2동 845-2,매일,35.2084856,129.0371089,55,"잡화,식당",전통시장상품권,,Y,N,1995,051-331-9242,2017-11-14,
구포축산물도매시장,상설,부산광역시 북구 사상로583번길 20(구포동),부산광역시 북구 구포동 1186-24,매일,35.1964165,128.9895163,212,"우육,돈육,부산물",전통시장상품권,,Y,Y,1970,051-301-3517,2017-11-14,
덕천시장,상설,부산광역시 북구 만덕대로78번길 22(덕천동),부산광역시 북구 덕천동 411-5,매일,35.2112345,129.0134282,36,"농산물, 식당",전통시장상품권,,Y,Y,1980,051-332-4878,2017-11-14,
중앙시장,상설,경상남도  진주시 진양호로547번길 8-1(대안동),경상남도 진주시 대안동 8-600,매일,35.194208,128.084963,"1,007","농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,Y,1884,055-741-2151,2017-10-31,
봉동시장,오일장,전라북도 완주군 봉동읍 봉동동서로 134-5,전라북도 완주군 봉동읍 장기리 217-13,"5일, 10일",35.9387872,127.1673385,35,"식료품, 건어물, 식당 등",온누리상품권,,Y,Y,1964,,2017-11-15,
까치산시장,상설,서울특별시 강서구 강서로12길14,서울특별시 강서구 화곡동 342-16,매일,37.532902,126.846609,154,채소과일육류잡화등,온누리상품권,,Y,Y,1970,02-2606-4500,2017-10-30,
남부골목시장,상설,서울특별시 강서구 등촌로5길62-4,서울특별시 강서구 화곡동 801-9,매일,37.533838,126.859041,180,채소과일육류잡화등,온누리상품권,,Y,Y,1970,02-2646-5656,2017-10-30,
방신전통시장,상설,서울특별시 강서구 방화동로16길31,서울특별시 강서구 방화동 567-23,매일,37.571330,126.812489,123,채소과일육류잡화등,온누리상품권,,Y,Y,1980,02-2666-4080,2017-10-30,
화곡중앙골목시장,상설,서울특별시 강서구 월정로30길63,서울특별시 강서구 화곡동 370-37,매일,37.535191,126.839820,72,채소과일육류잡화등,온누리상품권,,Y,N,1979,02-2065-7212,2017-10-30,
송화벽화시장,상설,서울특별시 강서구 강서로263-29,서울특별시 강서구 내발산동 720-4,매일,37.548770,126.835633,103,채소과일육류잡화등,온누리상품권,,Y,Y,1974,02-2696-5225,2017-10-30,
화곡본동시장,상설,서울특별시 강서구 까치산로35,서울특별시 강서구 화곡본동 98-45,매일,37.542972,126.843798,63,채소과일육류잡화등,온누리상품권,,N,N,1969,02-2698-0779,2017-10-30,
공항시장,상설,서울특별시 강서구 방화동로3가길 10,서울특별시 강서구 방화2동 620-17,매일,37.562991,126.800364,7,채소과일육류잡화등,,,Y,N,1970,02-2662-2751,2017-10-30,
남부화곡시장,상설,서울특별시 강서구 등촌로5길80,서울특별시 강서구 화곡4동 830-1,매일,37.533074,126.850238,18,채소과일육류잡화등,,,Y,Y,1978,02-2651-5554,2017-10-30,
대원종합시장,상설,서울특별시 강서구 화곡로21길78,서울특별시 강서구 화곡3동 1023,매일,37.544412,126.827751,30,채소과일육류잡화등,,,Y,Y,1978,02-2695-4425,2017-10-30,
신월중앙시장,상설,서울특별시 강서구 강서로5나길109,서울특별시 강서구 화곡1동 929-1,매일,37.528051,126.833397,25,채소과일육류잡화등,,,Y,N,1978,02-2699-9686,2017-10-30,
화곡중앙시장,상설,서울특별시 강서구 월정로30길69,서울특별시 강서구 화곡1동 370-76,매일,37.535464,126.830682,0,채소과일육류잡화등,,,Y,N,1978,02-2602-5757,2017-10-30,
남구로시장,상설,서울특별시 구로구 구로동로28길 16-7 외 65필지,서울특별시 구로구 구로동 730-27,상설,37.490741,126.884884,198,잡화,온누리,,Y,,1970,,2017-10-27,
가리봉시장,상설,서울특별시 구로구 우마길 15 외 36필지,서울특별시 구로구 가리봉동 123-79호 외 36필지,상설,37.481754,126.889383,70,잡화,온누리,,,,1970,,2017-10-27,
고척근린시장,상설,서울특별시 구로구 경인로33길 98-3,서울특별시 구로구 고척동 257-1 외 23필지,상설,37.502325,126.850588,60,잡화,온누리,,,,1990,,2017-10-27,
개봉중앙시장,상설,서울특별시 구로구 개봉로17길 34 (개봉동),서울특별시 구로구 개봉동 324-1,상설,37.491793,126.853825,20,잡화,온누리,,Y,,1976,,2017-10-27,
오류시장,상설,서울특별시 구로구 경인로19가길 14-1 (오류동),서울특별시 구로구 오류동 38-7,상설,37.496667,126.843487,12,잡화,온누리,,Y,,1968,,2017-10-27,
개봉프라자,상설,"서울특별시 구로구 고척로40길 19 (고척동, 개봉청구아파트)",서울특별시 구로구 고척동 269-1,상설,37.502055,126.851027,50,잡화,온누리,,Y,Y,1993,,2017-10-27,
고척프라자,상설,서울특별시 구로구 중앙로 64 (고척동),서울특별시 구로구 고척동 50-48,상설,37.503760,126.862712,5,잡화,온누리,,Y,Y,1989,,2017-10-27,
거창전통시장,상설,경상남도 거창군 거창읍 중앙로 140,경상남도 거창군 거창읍 중앙리 122-1,매일,35.687761,127.914004,372,"의류, 농축산물 등",온누리상품권,http://www.kgcm.kr/Main,Y,Y,1982,055-944-2581,2017-10-31,
가조 공설시장,오일장,경상남도 거창군 가조면 가조가야로 1110-13,경상남도 거창군 가조면 마상리 315-1,"4일, 9일",35.710799,128.016613,28,"의류, 농축산물 등",,,Y,N,1954,,2017-10-31,
신원 공설시장,오일장,경상남도 거창군 신원면 신차로 3062-4,경상남도 거창군 신원면 과정리 173-21,"2일, 7일",35.568319,127.925712,12,"의류, 농축산물 등",,,Y,N,1957,,2017-10-31,
위천 공설시장,오일장,경상남도 거창군 위천면 장터길 47-1,경상남도 거창군 위천면 장기리 498-4,"2일, 8일",35.751202,127.832714,9,"의류, 농축산물 등",,,Y,N,1960,,2017-10-31,
영도시장,상설,서울특별시 동작구 장승배기로10길 26,서울특별시 동작구 상도동 176,매일,37.50403,126.9404,60,"농산물, 수산물, 축산물",온누리상품권,,Y,N,1968,02-813-4359,2017-10-30,
사당시장,상설,서울특별시 동작구 사당로 244 사당시장,서울특별시 동작구 사당4동 318-8,매일,37.48297,126.9749,14,"농산물, 수산물, 축산물",온누리상품권,,Y,Y,1987,02-582-3333,2017-10-30,
자유시장,상설,경상남도  진주시 도동천로 93(상대동),경상남도 진주시 상대동 276-17,매일,35.180108,128.110045,140,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,Y,1979,055-752-3095,2017-10-31,
서부시장,상설,경상남도  진주시 촉석로 127(봉곡동),경상남도 진주시 봉곡동 31,매일,35.193809,128.076283,235,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,Y,1955,055-741-3176,2017-10-31,
장대시장,상설,경상남도  진주시 진양호로569번길 12(장대동),경상남도 진주시 장대동 58-8,매일,35.195360,128.087337,303,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,Y,1962,055-745-0120,2017-10-31,
천전시장,상설,경상남도  진주시 진주대로954번길 4(칠암동),경상남도 진주시 칠암동306-1,매일,35.185054,128.088582,80,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,N,1945,055-752-1805,2017-10-31,
로데오거리상점가,상설,경상남도  진주시 진주대로1069번길 7(대안동),경상남도 진주시 대안동 15-12 일원,매일,35.194655,128.082939,350,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,N,N,2009,070-8199-9877,2017-10-31,
진주청과상점가,상설,경상남도  진주시 촉석로226번길 3(수정동),경상남도 진주시 수정동 34-13,매일,35.196247,128.086684,250,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,N,N,2012,055-748-4955,2017-10-31,
진주중앙상점가,상설,경상남도  진주시 촉석로 202번길4-2,경상남도 진주시 대안동 6-11,매일,35.195276,128.083992,320,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,N,N,2012,055-746-7090,2017-10-31,
동부종합상가,상설,경상남도  진주시 대신로299번길 7(상대동),경상남도 진주시 상대동 193-1,매일,35.187045,128.116209,75,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,N,1980,055-752-9540,2017-10-31,
진주동성상가,상설,경상남도  진주시 진주대로 901(강남동),경상남도 진주시 강남동219외5,매일,35.181243,128.089440,316,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,Y,1994,055-761-1789,2017-10-31,
이현종합상가,상설,경상남도  진주시 신안로 165(이현동),경상남도 진주시 이현동 21-3,매일,35.191992,128.066136,460,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,Y,1993,055-742-0343,2017-10-31,
평거한보하이타운,상설,경상남도  진주시 순환로553번길 7,경상남도 진주시 평거동 301-1,매일,35.172653,128.059258,147,"농산물, 생필품, 수산물, 잡화 등","온누리상품권, 전자상품권",,Y,Y,1995,055-742-0119,2017-10-31,
문산시장,오일장,경상남도  진주시 문산읍 소문길 68,경상남도 진주시 문산읍 소문리 112-6,4일+9일,35.170466,128.169156,12,"농산물, 생필품, 수산물, 잡화 등",,,Y,N,1934,055-761-6797,2017-10-31,
금곡시장,오일장,경상남도  진주시 금곡면 구암두문로 1013,경상남도 진주시 금곡면두문리 632,1일+6일,35.091049,128.186326,19,"농산물, 생필품, 수산물, 잡화 등",,,Y,N,1962,055-754-2790,2017-10-31,
일반성시장,오일장,경상남도  진주시 일반성면 동부로1993번길 27,경상남도 진주시 일반성면 창촌리 92,3일+8일,35.171226,128.282206,64,"농산물, 생필품, 수산물, 잡화 등",,,Y,Y,1962,055-756-0112,2017-10-31,
대곡시장,오일장,경상남도  진주시 대곡면 진의로1091번길 27,경상남도 진주시 대곡면광석리 321,1일+6일,35.263729,128.168707,21,"농산물, 생필품, 수산물, 잡화 등",,,Y,N,1962,055-744-2713,2017-10-31,
미천시장,오일장,경상남도  진주시 미천면 안간길 6-1,경상남도 진주시 미천면 안간리480,5일+10일,35.318568,128.089730,2,"농산물, 생필품, 수산물, 잡화 등",,,Y,N,1962,055-744-1009,2017-10-31,
의령시장,상설+오일장,경상남도 의령군 의령읍 의병로20길 25-1,경상남도 의령군 의령읍  중동리 386-7,"3일, + 8일",35.318747,128.2592568,153,종합몰,"의령사랑상품권,온누리상품권",해당없음,Y,Y,1930,055-570-2824,2017-10-13,
신반시장,오일장,경상남도 의령군 부림면 신번로9길 11,경상남도 의령군 부림면 신반리 563-2,"4일, + 9일",35.4678955,128.3233764,55,종합몰,"의령사랑상품권,온누리상품권",해당없음,Y,Y,1932,055-570-2824,2017-10-13,
봉화상설시장,상설+오일장,경상북도 봉화군 봉화읍 신시장길 6,경상북도 봉화군 봉화읍 내성리 419-20,2일+7일,36.8904141,128.7347181,136,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1980,054-673-5945,2017-11-01,
억지춘양시장,상설+오일장,경상북도 봉화군 춘양면 의양로 60,경상북도 봉화군 춘양면 의양리 357-29,4일+9일,36.9364021,128.9130231,127,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://bhcy2015.co.kr,Y,Y,1971,054-672-3301,2017-11-01,
엄정내창시장,상설,충청북도 충주시 내창로 191-1,충청북도 충주시 엄정면 미내리 159-15,상설,37.106116,127.915345,90,"음식,소매",온누리상품권,,Y,N,1980,,2017-10-01,
